rank,name,com_domain,com_status,se_domain,se_status,score,length,bolagsverket_url,tmview_url,checked_at_utc,notes
1,Lucidfolk,lucidfolk.com,available,lucidfolk.se,available,104.4,9,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lucidfolk,2026-07-30T13:12:53+00:00,.com verkar ledig; .se verkar ledig
89,Signalfield,signalfield.com,registered,signalfield.se,available,-64.4,11,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Signalfield,2026-07-30T13:12:53+00:00,.com registrerad; .se verkar ledig
90,Signalcraft,signalcraft.com,registered,signalcraft.se,available,-64.4,11,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Signalcraft,2026-07-30T13:12:53+00:00,.com registrerad; .se verkar ledig
91,Kindsignal,kindsignal.com,registered,kindsignal.se,available,-64.9,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Kindsignal,2026-07-30T13:12:53+00:00,.com registrerad; .se verkar ledig
92,Truesignal,truesignal.com,registered,truesignal.se,available,-64.9,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Truesignal,2026-07-30T13:12:53+00:00,.com registrerad; .se verkar ledig
93,Goodsignal,goodsignal.com,registered,goodsignal.se,available,-64.9,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Goodsignal,2026-07-30T13:12:53+00:00,.com registrerad; .se verkar ledig
94,Humanfield,humanfield.com,registered,humanfield.se,available,-64.9,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Humanfield,2026-07-30T13:12:53+00:00,.com registrerad; .se verkar ledig
95,Signalform,signalform.com,registered,signalform.se,available,-64.9,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Signalform,2026-07-30T13:12:53+00:00,.com registrerad; .se verkar ledig
96,Signalpath,signalpath.com,registered,signalpath.se,available,-64.9,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Signalpath,2026-07-30T13:12:53+00:00,.com registrerad; .se verkar ledig
97,Signalwork,signalwork.com,registered,signalwork.se,available,-64.9,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Signalwork,2026-07-30T13:12:53+00:00,.com registrerad; .se verkar ledig
98,Signalfolk,signalfolk.com,registered,signalfolk.se,available,-64.9,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Signalfolk,2026-07-30T13:12:53+00:00,.com registrerad; .se verkar ledig
99,Framecraft,framecraft.com,registered,framecraft.se,available,-64.9,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Framecraft,2026-07-30T13:12:53+00:00,.com registrerad; .se verkar ledig
100,Storycraft,storycraft.com,registered,storycraft.se,available,-64.9,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Storycraft,2026-07-30T13:12:53+00:00,.com registrerad; .se verkar ledig
101,Lucidfield,lucidfield.com,registered,lucidfield.se,available,-64.9,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lucidfield,2026-07-30T13:12:53+00:00,.com registrerad; .se verkar ledig
102,Vividfield,vividfield.com,registered,vividfield.se,available,-64.9,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Vividfield,2026-07-30T13:12:53+00:00,.com registrerad; .se verkar ledig
103,Brightsignal,brightsignal.com,registered,brightsignal.se,available,-65.5,12,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Brightsignal,2026-07-30T13:12:53+00:00,.com registrerad; .se verkar ledig
104,Coherehouse,coherehouse.com,registered,coherehouse.se,available,-66.6,11,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Coherehouse,2026-07-30T13:12:53+00:00,.com registrerad; .se verkar ledig
105,Opensignal,opensignal.com,registered,opensignal.se,available,-67.2,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Opensignal,2026-07-30T13:12:53+00:00,.com registrerad; .se verkar ledig
106,Brightform,brightform.com,registered,brightform.se,available,-67.5,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Brightform,2026-07-30T13:12:53+00:00,.com registrerad; .se verkar ledig
107,Brightfolk,brightfolk.com,registered,brightfolk.se,available,-67.5,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Brightfolk,2026-07-30T13:12:53+00:00,.com registrerad; .se verkar ledig
108,Clearcraft,clearcraft.com,registered,clearcraft.se,available,-67.5,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Clearcraft,2026-07-30T13:12:53+00:00,.com registrerad; .se verkar ledig
109,Plaincraft,plaincraft.com,registered,plaincraft.se,available,-67.5,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Plaincraft,2026-07-30T13:12:53+00:00,.com registrerad; .se verkar ledig
110,Humansignal,humansignal.com,registered,humansignal.se,available,-67.6,11,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Humansignal,2026-07-30T13:12:53+00:00,.com registrerad; .se verkar ledig
111,Cohereworks,cohereworks.com,registered,cohereworks.se,available,-67.6,11,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Cohereworks,2026-07-30T13:12:53+00:00,.com registrerad; .se verkar ledig
112,Lucidsignal,lucidsignal.com,registered,lucidsignal.se,available,-67.6,11,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lucidsignal,2026-07-30T13:12:53+00:00,.com registrerad; .se verkar ledig
113,Vividsignal,vividsignal.com,registered,vividsignal.se,available,-67.6,11,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Vividsignal,2026-07-30T13:12:53+00:00,.com registrerad; .se verkar ledig
114,Coherepath,coherepath.com,registered,coherepath.se,available,-69.4,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Coherepath,2026-07-30T13:12:53+00:00,.com registrerad; .se verkar ledig
115,Motiveform,motiveform.com,registered,motiveform.se,available,-69.4,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Motiveform,2026-07-30T13:12:53+00:00,.com registrerad; .se verkar ledig
116,Motivepath,motivepath.com,registered,motivepath.se,available,-69.4,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Motivepath,2026-07-30T13:12:53+00:00,.com registrerad; .se verkar ledig
117,Nimble,nimble.com,registered,nimble.se,registered,-71.4,6,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Nimble,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
118,Kindly,kindly.com,registered,kindly.se,registered,-71.4,6,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Kindly,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
119,Simply,simply.com,registered,simply.se,registered,-71.4,6,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Simply,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
120,Boldly,boldly.com,registered,boldly.se,registered,-71.4,6,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Boldly,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
121,Fairly,fairly.com,registered,fairly.se,registered,-71.4,6,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Fairly,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
122,Softly,softly.com,registered,softly.se,registered,-71.4,6,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Softly,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
123,Warmly,warmly.com,registered,warmly.se,registered,-71.4,6,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Warmly,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
124,Outline,outline.com,registered,outline.se,registered,-71.9,7,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Outline,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
125,Formable,formable.com,registered,formable.se,registered,-72.9,8,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Formable,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
126,Gatherly,gatherly.com,registered,gatherly.se,registered,-72.9,8,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Gatherly,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
127,Trueline,trueline.com,registered,trueline.se,registered,-72.9,8,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Trueline,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
128,Goodline,goodline.com,registered,goodline.se,registered,-72.9,8,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Goodline,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
129,Plainly,plainly.com,registered,plainly.se,registered,-73.4,7,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Plainly,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
130,Clearly,clearly.com,registered,clearly.se,registered,-73.4,7,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Clearly,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
131,Openly,openly.com,registered,openly.se,registered,-74.6,6,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Openly,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
132,Brightly,brightly.com,registered,brightly.se,registered,-74.8,8,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Brightly,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
133,Kindred,kindred.com,registered,kindred.se,registered,-74.9,7,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Kindred,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
134,Current,current.com,registered,current.se,registered,-74.9,7,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Current,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
135,Crafted,crafted.com,registered,crafted.se,registered,-74.9,7,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Crafted,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
136,Daylight,daylight.com,registered,daylight.se,registered,-75.0,8,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Daylight,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
137,Grounded,grounded.com,registered,grounded.se,registered,-75.0,8,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Grounded,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
138,Trueform,trueform.com,registered,trueform.se,registered,-75.0,8,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Trueform,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
139,Truepath,truepath.com,registered,truepath.se,registered,-75.0,8,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Truepath,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
140,Goodwork,goodwork.com,registered,goodwork.se,registered,-75.0,8,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Goodwork,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
141,Lovable,lovable.com,registered,lovable.se,registered,-75.3,7,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lovable,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
142,Clarity,clarity.com,registered,clarity.se,registered,-75.3,7,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Clarity,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
143,Humanly,humanly.com,registered,humanly.se,registered,-75.3,7,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Humanly,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
144,Readily,readily.com,registered,readily.se,registered,-75.3,7,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Readily,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
145,Openpath,openpath.com,registered,openpath.se,registered,-75.9,8,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Openpath,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
146,Openwork,openwork.com,registered,openwork.se,registered,-75.9,8,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Openwork,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
147,Clearline,clearline.com,registered,clearline.se,registered,-77.1,9,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Clearline,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
148,Truestory,truestory.com,registered,truestory.se,registered,-77.1,9,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Truestory,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
149,Goodstory,goodstory.com,registered,goodstory.se,registered,-77.1,9,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Goodstory,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
150,Truehouse,truehouse.com,registered,truehouse.se,registered,-77.1,9,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Truehouse,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
151,Tandem,tandem.com,registered,tandem.se,registered,-77.6,6,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Tandem,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
152,Common,common.com,registered,common.se,registered,-77.6,6,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Common,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
153,Gather,gather.com,registered,gather.se,registered,-77.6,6,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Gather,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
154,Beacon,beacon.com,registered,beacon.se,registered,-77.6,6,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Beacon,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
155,Canvas,canvas.com,registered,canvas.se,registered,-77.6,6,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Canvas,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
156,Candid,candid.com,registered,candid.se,registered,-77.6,6,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Candid,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
157,Vellum,vellum.com,registered,vellum.se,registered,-77.6,6,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Vellum,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
158,Harbor,harbor.com,registered,harbor.se,registered,-77.6,6,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Harbor,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
159,Meadow,meadow.com,registered,meadow.se,registered,-77.6,6,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Meadow,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
160,Signal,signal.com,registered,signal.se,registered,-77.6,6,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Signal,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
161,Thread,thread.com,registered,thread.se,registered,-78.4,6,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Thread,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
162,Fluent,fluent.com,registered,fluent.se,registered,-78.4,6,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Fluent,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
163,Motive,motive.com,registered,motive.se,registered,-78.6,6,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Motive,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
164,Wisely,wisely.com,registered,wisely.se,registered,-78.6,6,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Wisely,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
165,Lively,lively.com,registered,lively.se,registered,-78.6,6,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lively,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
166,Surely,surely.com,registered,surely.se,registered,-78.6,6,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Surely,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
167,Cohere,cohere.com,registered,cohere.se,registered,-78.6,6,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Cohere,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
168,Aptly,aptly.com,registered,aptly.se,registered,-79.4,5,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Aptly,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
169,Relay,relay.com,registered,relay.se,registered,-79.6,5,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Relay,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
170,Folio,folio.com,registered,folio.se,registered,-79.6,5,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Folio,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
171,Slate,slate.com,registered,slate.se,registered,-79.6,5,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Slate,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
172,Openstory,openstory.com,registered,openstory.se,registered,-79.6,9,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Openstory,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
173,Openhouse,openhouse.com,registered,openhouse.se,registered,-79.6,9,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Openhouse,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
174,Opencraft,opencraft.com,registered,opencraft.se,registered,-80.1,9,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Opencraft,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
175,Humanwise,humanwise.com,registered,humanwise.se,registered,-82.1,9,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Humanwise,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
176,Flint,flint.com,registered,flint.se,registered,-82.4,5,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Flint,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
177,Fieldwork,fieldwork.com,registered,fieldwork.se,registered,-82.4,9,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Fieldwork,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
178,Clearform,clearform.com,registered,clearform.se,registered,-82.4,9,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Clearform,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
